Film,Rating,Year,Budget,Actor,Director,Writer,Popularity
2300943,8.4,2004,20000000,7.1452962893048655,7.224999904632568,7.993333133061728,1
2301382,8.2,2010,30522.16,8.199999809265137,8.199999809265137,8.199999809265137,0
2301403,7.1,2000,1900000,7.105882265988519,7.299999952316284,7.299999952316284,1
2301533,6.7,2004,10000000,6.4023893101653915,6.699999809265137,6.699999809265137,1
2301761,7.7,1991,4356968,7.441958326495992,7.285714217594692,7.492857013429914,1
2301927,6.6,2004,25000000,6.413822365392614,6.599999904632568,6.352777785725063,1
2302078,6.6,2011,8094800,6.668333252271016,6.599999904632568,6.599999904632568,1
2302208,5.4,2007,175000000,5.9584964426032325,6.225000023841858,5.72111111217075,1
2302381,7.3,1997,6000000,6.671867163532224,7.300000190734863,7.300000190734863,1
2302430,7,2002,10000000,6.89320197059285,6.420000076293945,7,1
2302569,6.7,1997,50000000,6.402917273385184,5.9666666984558105,6,1
2302671,6.9,1998,26000000,6.881939485904043,6.249999920527141,6.770833373069763,1
2303060,6.2,1978,5200000,6.463009202730519,6.199999809265137,6.199999809265137,1
2303149,5.9,2007,1100000,5.950429256895699,5.900000095367432,5.900000095367432,1
2303185,7.2,2009,21000000,6.863083320630952,6.724999904632568,7.2666666110356655,1
2303312,5.2,2009,720000,5.302069719888831,5.199999809265137,5.199999809265137,0
2303468,7.5,2005,7000000,7.439827582753938,7.5,7.5,1
2303499,6.5,2010,5000000,6.5797057685566935,6.5,6.5,1
2303620,6.1,2006,1670494,6.039074017824951,6.099999904632568,6.099999904632568,1
2303701,5.1,2012,12464,5.188235205762527,5.099999904632568,5.099999904632568,1
2303736,5.5,2005,1800000,5.58708333671093,5.799999952316284,5.5,1
2303808,7.8,1987,3600000,7.312468804562203,6.750000047683716,6.806250125169754,1
2303834,5.5,1995,30887,5.494967944423357,4.450000047683716,5.150000015894572,1
2303929,3.6,1992,140000,4.432608638984569,4.200000047683716,4.200000047683716,0
2303964,5.6,1981,900000,5.971186099413669,5.599999904632568,5.599999904632568,1
2303972,4.6,2012,5000000,4.966666618982951,4.8999998569488525,4.7499998807907104,1
2303979,6.3,1996,55000000,6.309437785489122,7.257142952510288,6.785858713015162,0
2304217,6.3,2009,11564000,6.413964121191351,6.3500001430511475,6.337500154972076,1
2304413,5.2,1997,20000000,5.840727648201261,5.8999998569488525,6.144444359673393,1
2304653,6.4,1996,55000000,6.310862421156114,6.433333396911621,6.114285741533552,1
2304947,6.8,1999,25892657,6.639700382446199,6.950000047683716,6.920000076293945,1
2305051,5.4,2011,250574.1,5.471499509450529,5.400000095367432,5.400000095367432,1
2305082,5.3,2008,3750000,5.553568743086663,5.300000190734863,5.1000001430511475,1
2305235,3.7,1977,14000000,5.126683831802313,6.214285748345511,5.100000083446503,1
2305236,5.1,2004,50000000,5.712700990041096,5.772727186029607,5.852083285649617,1
2305389,3.7,2008,3500000,4.095380242533671,3.700000047683716,3.700000047683716,0
2306185,6.2,2009,8000000,6.189733244425742,7.049999952316284,7.049999952316284,1
2306260,6.5,2010,31000000,6.432059322054512,6.299999952316284,6.600000047683716,1
2306290,5.8,2011,2000000,5.666666825612386,6.5,6.5,1
2306467,6.1,1996,38000000,6.219617223661612,6.199999988079071,6.521428516932897,1
2306478,4.4,2002,40000000,5.069065564234736,5.625,4.683333396911621,1
2306762,6.1,1996,20000000,6.182495469543936,6.474999904632568,6.433333237965901,1
2306799,4.9,1999,15000000,5.30131051148071,5.3500001430511475,5.5000001192092896,1
2306961,4.9,2009,3700000,5.076578147783628,4.900000095367432,4.900000095367432,1
2307013,5.8,1981,800000,5.85059498964603,5.733333269755046,5.800000111262003,1
2307025,6.1,1978,7000000,6.247350528299407,6.699999928474426,6.478846079875261,1
2307103,7.3,1999,65000000,7.076646093277343,7.657142775399344,7.550000031789144,1
2307123,6.1,1981,8500000,6.284149208329689,6.066666603088379,6.099999904632568,1
2307258,4.7,2010,226942.5,5.386666531514639,4.699999809265137,4.699999809265137,1
2307391,6.4,1978,11000000,6.422996745608597,6.7399999618530275,5.935714291287707,1
2308085,3.9,1978,450000,4.610714358942849,3.9000000953674316,3.9000000953674316,0
2308202,8,2009,1800000,7.687760424207558,8,,0
2308278,7.2,2013,5782000,7.136122288347102,7.199999809265137,7.199999809265137,1
2308318,6.4,2006,7000000,6.297975134485647,6.433333237965901,6.433333396911621,0
2308333,6.6,2005,1000000,6.542466475184903,6.599999904632568,6.683333237965901,1
2308497,3.2,2010,450000,3.789230813735571,3.200000047683716,3.200000047683716,1
2308663,5.6,2006,50000000,5.830828388861558,5.549999952316284,6.266666571299235,1
2309080,7,2006,865940,7.000786163522012,7,7,1
2309124,5.9,1996,13000000,6.278753909241608,6.25,5.900000095367432,1
2309339,5.7,2014,4500000,5.785925788349576,5.833333174387614,5.699999809265137,1
2309376,6,1997,1000000,6.091085578940369,5.400000095367432,5.400000095367432,1
2309694,7.6,1993,25000000,6.882771571522859,6.563636346296831,5,1
2310101,5,2009,18000000,5.214605989028671,5.099999904632568,5.433333317438761,0
2310933,6.6,2009,3900000,6.253686388001252,6.599999904632568,6.866666555404663,1
2311000,7.1,1968,100000,7.120761823654175,7.519999980926514,7.309999942779541,1
2311014,5.7,2003,25140136,5.8996979035566905,5.99999984105428,6.301612865540289,1
2311230,7.8,1940,2280000,7.61000018119812,7.681818298860029,7.718750157952308,0
2311248,7.3,1999,80000000,6.788066720414143,7.212500184774399,7.367197081536958,0
2311357,5.7,2005,100000000,5.8127407315344435,5.919999980926514,6.252499893307686,1
2311657,3.2,2008,30000000,4.708544736756729,3.3999999931880405,3.400000015894572,1
2311686,7.4,2002,13500000,7.009909920110336,7,7,1
2311972,6.3,1989,20000000,6.420563753983298,6.8750001192092896,6.385714428765433,0
2312012,8.2,1996,7000000,7.400225709567739,7.50769226367657,7.385714258466448,1
2312329,6.6,2006,37064.4,6.599999904632568,6.599999904632568,6.599999904632568,1
2312383,3.2,2004,5000000,4.092222254296653,3.200000047683716,3.788888904783461,1
2312403,5.9,2011,290477.5,6.272222280502319,5.900000095367432,5.900000095367432,1
2312570,6.6,2009,85000000,6.231607412785534,6.824999928474426,6.549999952316284,1
2312645,7.3,2011,125000000,6.651545090141877,6.824999928474426,6.549999952316284,1
2312763,7.2,1982,4500000,6.831596291924592,6.03333322207133,7.100000023841858,1
2312800,6.5,2010,24000000,6.307057697784296,6.733333269755046,6.375,1
2312815,6.8,1965,45000,6.627500079075496,6.125,6.462500095367432,1
2312817,7.7,2011,1000000,7.476428413391114,7.699999809265137,7.699999809265137,0
2312911,7.2,2009,150000,7.203333171208699,7.199999809265137,7.199999809265137,0
2312946,7.7,2010,2057625,7.699999809265137,7.699999809265137,7.699999809265137,0
2312986,6.9,1987,14000000,6.472245400863156,6.460000038146973,6.6000001430511475,1
2313432,5.9,1995,30000000,6.035184267464129,5.766666571299235,6.404166668653488,1
2313510,5.9,2011,10000,5.897243189931214,5.900000095367432,5.900000095367432,1
2313624,5,1997,85000000,5.701403419010457,5.866666687859429,6.11898148059845,1
2313959,7.7,1975,266094.9,7.5232836616338865,7.330769208761362,7.515384509013249,1
2313985,6.8,2006,9251200,6.605651942076105,6.266666730244954,6.3166667222976685,1
2314178,5.6,2005,1914998.4,5.686993383582122,5.599999904632568,5.759999942779541,0
2314256,5.7,1953,33000,6.080789353972987,7.657142775399344,6.466666539510091,0
2314263,7.7,1998,18500000,6.989076241385678,7.462499916553497,7.474999860922495,1
2314396,5.9,2003,6600000,6.094163602950081,6.7250001430511475,6.758333325386047,1
2314484,6.4,2005,3200000,6.195432139893688,5.100000023841858,5.714285748345511,1
2315145,5.3,2004,15000000,5.67640882820364,5.300000190734863,5.8750001192092896,1
2315591,6.9,1969,3000000,6.8219512966590194,6.900000095367432,6.912500083446503,0
2315625,7.5,2008,2900000,6.860685349418377,7.5,7.5,1
2316071,7.4,2009,7000000,7.059940550157002,7.400000095367432,6.941666695806716,0
2316681,8.1,1998,1300000,7.924277899786375,8.100000381469727,8.100000381469727,1
2316918,6.8,2005,1500000,6.418750066558519,6.800000190734863,6.800000190734863,1
2317179,6.2,2005,30000000,6.22232133518238,6.395535758563451,6.170370366838243,0
2317338,7,2002,1387680,6.8816091890992785,7,7,1
2317385,5.6,2004,1622800,5.9540740013122555,5.599999904632568,5.266666597790188,1
2317393,8,1971,9000000,7.7271428529589,6.7399999618530275,7.962499976158142,0
2317479,6.8,2006,8000000,6.499341623289955,6.800000190734863,6.800000190734863,1
2317641,6.3,1958,75647.5,6.4971430267606465,6.300000190734863,6.300000190734863,1
2317940,5,2006,450000,5.435316558845985,5,5.450000047683716,1
2318045,8.9,1999,63000000,7.645267518648853,8.03333330154419,7.574999809265137,1
2319208,7.1,2013,5000000,6.9815997895591915,6.799999952316284,7.224999904632568,1
2319437,6,2001,80000,6.1585122245571995,6.700000047683716,6,1
2319523,8.3,2012,72620,7.8522917823659055,7.5,7.575000047683716,1
2319545,6.2,2003,26000000,6.002783132513994,5.574999928474426,6.449999849001567,1
2319547,5.9,2011,40000000,5.9111367537587105,6,5.499999940395355,1
2319567,4.6,1981,60000,4.681249901652336,4.599999904632568,4.599999904632568,1
2319897,7.1,2006,13000000,6.702540163645361,7.5857142720903665,7.099999904632568,0
2320068,6.2,2014,1947360,6.49611104241124,6.199999809265137,6.199999809265137,1
2320105,6.4,1998,10000000,6.438836039983825,6.400000095367432,6.400000095367432,0
2320235,8.2,2003,94000000,7.011608756955501,8.008333245913187,7.699722223811679,0
2320241,7.8,2004,25000000,7.479025412478171,7.2571428162711005,7.800000190734863,0
2320421,7.3,2002,578200,7.310714474746159,7.300000190734863,7.300000190734863,1
2320543,6.2,1968,3500000,6.592206981663261,6.92941177592558,6.583333253860474,0
2320590,6.2,2007,500000,6.159852836665318,6.824999928474426,6.449999809265137,1
2321090,3.4,1993,2000000,3.911911841895845,4.4666666984558105,3.8500000834465027,1
2321150,5.7,2012,10400000,5.983013181920108,5.699999809265137,5.699999809265137,1
2321233,6.2,2009,20000000,6.081508639680627,6.666666507720947,6.3999998569488525,1
2321262,6.6,2008,8000000,6.4472658181039115,6.599999904632568,6.599999904632568,1
2321275,5.8,1982,21000000,6.2084286778011,7.055555582046509,5.977777904934353,1
2321281,7.4,2011,1022496,7.270000070995755,7.400000095367432,7.650000095367432,0
2321354,6.5,2008,500000,6.564492745675904,6.8666666348775225,6.8666666348775225,1
2322134,8,2012,1512950,7.988461531125582,8,8,0
2322617,6.5,2007,14000000,6.519877455164404,7.150000095367432,6.825000047683716,1
2322687,3.9,1995,7000000,4.884862145001195,3.9000000953674316,4.400000035762787,1
2322891,2.8,2006,4000,3.0149999499320983,2.799999952316284,2.799999952316284,1
2322971,7.5,1970,1600000,6.91756409212395,6.059999942779541,6.525000015894571,1
2323003,7.5,1943,855000,7.538571444125402,7.790476231347947,7.532065287880275,0
2323046,6,2010,12000000,6.184988617893064,6.200000047683716,6.200000047683716,1
2323325,6.3,2000,1000000,6.109537175849632,6.300000190734863,6.825000047683716,1
2323442,7.1,2006,53000000,6.697686141896252,7.055555582046509,7.139999924387251,0
2323608,7,1949,1528000,7.227100633279049,7.525000035762787,6.866666666666667,1
2323785,7.4,1936,360000,7.343036988820521,7.400000095367432,7.420000076293945,1
2323867,6,1983,4000000,6.1327587779431845,6.460000038146973,5.935714312962123,0
2324053,6.4,1999,15000000,6.44442148134218,6.563636346296831,6.4666666984558105,1
2324054,6.8,2007,20000000,6.638871329339514,6.850000023841858,6.800000190734863,1
2324083,5.2,1996,25000000,5.704101020050071,5.199999809265137,4.433333237965901,1
2324152,5.7,1968,4000,5.775454434481534,5.733333269755046,5.733333269755046,1
2324189,8.1,1926,373000,7.845387156378655,7.320000076293946,7.838333622614542,1
2324218,5.9,1973,450000,6.100256463197562,5.816666682561239,6.210416634877523,1
2324226,4.6,1974,700000,4.72192020131194,4.599999904632568,4.599999904632568,1
2324275,6.7,1985,6500000,6.625024583572782,6.837499976158142,7.4041666984558105,1
2324396,6.1,2006,15000000,6.257736243889417,6.450000047683716,6.011111047532824,1
2324654,6.9,1986,9000000,6.6613889560103425,5.899999904632568,6.900000095367432,1
2324708,6.2,2005,55000000,6.185187556560858,6.799999872843425,6.3785713740757535,1
2324807,7.7,2010,14000000,7.240160013827754,7.2600000381469725,7.1499998569488525,1
2324820,5.1,1996,25530000,5.533096631512498,5.349999904632568,5.162499904632568,1
2324896,6.8,1996,7000000,6.665887172714616,7.220000076293945,7.050000071525574,1
2325035,6.5,1986,1700000,6.52295081960699,6.25,6.25,1
2325502,7,1961,4000000,7.006998004584,6.950000047683716,6.953333303663466,0
2325873,6.7,2006,149000000,6.716874562334313,6.674999952316284,6.613690356413523,0
2326005,4.6,2008,25000000,5.770959786963382,4.599999904632568,4.599999904632568,0
2326050,6.6,2006,60000000,6.443531443993594,6.799999952316284,6.633333285649617,0
2326109,6.7,1933,462000,6.869658592604318,6.699999809265137,6.75416651699278,0
2326273,6.4,2011,5000000,6.275949968787405,6.385714326586042,6.140000057220459,1
2326292,7.1,2003,20000,6.998061930486398,6.8666666348775225,6.8666666348775225,1
2326985,7.4,2006,4514370,6.880252149759554,6.780000114440918,6.9750001430511475,1
2327025,7,1974,443491.5,7.174652300886557,7.330769208761362,7.165384604380681,1
2327248,5.6,2008,70000000,5.853401890103886,6.249999920527141,5.449999968210856,1
2327297,7.4,1922,1100000,7.4597778617011175,7.700000127156575,7.608333455191718,1
2327302,6.6,2003,6681976,6.307499959274215,6.549999952316284,6.549999952316284,1
2327588,6.4,1984,8200000,6.350740798424791,6.550000071525574,6.400000095367432,0
2327953,6.5,2012,12000000,6.491325915802928,6.5,6.5,0
2328152,6.1,1993,30000000,6.310845801264727,6.439999961853028,5.966666618982951,1
2328179,7.2,1942,802000,7.27098732163873,6.966666539510091,7.412499904632568,0
2328295,5.6,1997,35000000,5.898152298591517,4.9666666984558105,5.599999904632568,1
2328373,6.2,1991,40000000,6.212968322663815,6.674999952316284,6.524444378746881,0
2328710,7,1943,3000000,7.110587118262853,7.660000038146973,7.039583305517833,0
2328747,6.3,2006,12000000,6.242915699503673,6.900000095367432,6.900000095367432,1
2328755,6.8,1981,28000000,6.7956668407654375,6.233333349227905,6.77521368499495,1
2328912,4.8,2013,1234575,4.883333468437195,4.800000190734863,4.800000190734863,0
2328994,5.2,1982,1000000,5.679999900857608,5.199999809265137,4.5249998569488525,1
2329005,6.1,2011,1947360,6.384090846235102,7,6.349999984105428,1
2329009,6.3,1978,5000000,6.42581996640842,6.950000047683716,6.579365192897736,0
2329029,4.6,2013,10000000,5.16008897201159,4.433333237965901,4.599999904632568,1
2329101,5.3,1999,75000000,5.757467970445709,5.6000001430511475,5.2399999618530275,1
2329678,6.6,2010,1815540,6.508130832722312,6.599999904632568,6.599999904632568,1
2330245,7.6,1948,2500000,7.378090957783486,7.600000083446503,7.550000071525574,0
2330335,5.8,1992,8000000,5.9245346291064065,6.300000031789144,5.450000166893005,1
2330337,4.4,2000,11000000,5.1446983104486925,5.775000095367432,4.7500001192092896,1
2330530,6,2005,1500000,6.209761907562376,6,6,0
2330990,6.9,2005,45000000,6.544925109253126,6.066666682561238,6.900000095367432,1
2331000,5.6,2008,80000000,6.004701928768122,5.6499998569488525,6.244999980926513,1
2331322,7.1,1994,4500000,6.89505756400605,6.5,7.028571333203997,1
2331590,6.5,1974,500000,6.4860346564005535,6.600000023841858,6.524999976158142,1
2332043,7.3,2001,11000000,6.844885004437158,7.300000190734863,7.300000190734863,1
2332190,6.6,2004,4047400,6.6109588211529875,6.599999904632568,6.599999904632568,0
2332632,6.1,1990,2500000,6.121541292894455,5.799999872843425,5.949999888737997,1
2332689,5.4,1990,11500000,5.9354466687879786,5.860000014305115,5.650000095367432,1
2332727,7.3,1984,1000000,6.991401113607464,7.046153875497671,7.287500083446503,0
2332728,7,2012,39000000,6.5192085327394835,7.046153875497671,6.9678572075707566,0
2332762,5.6,1966,4500000,6.479765327738598,5.599999904632568,6.1249998807907104,0
2332891,6.9,1988,20000000,6.798415653426926,7.290000057220459,6.870634962642003,1
2333047,2.8,2009,1000000,3.503273770213127,2.799999952316284,2.799999952316284,1
2333079,7.2,1972,3000000,7.02523490990329,7.049999952316284,6.599999904632568,0
2333408,6.2,1993,11000000,6.218232769407195,6.199999809265137,6.199999809265137,1
2333431,8,1932,310607,7.851543228567381,7.433333396911621,7.667500044239891,1
2333477,6.6,2012,6000000,6.270173531427743,6.8999998569488525,6.649999959128244,1
2333492,6.1,2003,26000000,6.1606346805817624,6.139999961853027,6.258333285649617,1
2333665,4.5,2001,15000000,5.490252574147257,4.5,4.5,1
2333899,5,1998,30000000,5.622090821428777,5.150000095367432,5,1
2333919,6.7,2007,2312800,6.730115345208952,6.699999809265137,6.699999809265137,1
2333989,8.5,2014,150000,8.5,,,0
2334016,5.9,2005,1234567,6.276538536079928,5.900000095367432,5.900000095367432,1
2334203,7.5,2007,21000000,7.081701971481367,6.939999961853028,7.311111105812921,0
2334217,5,2006,37665000,5.722869790104112,5.266666571299235,6.2428571837288995,1
2334258,4.6,2012,11000000,5.330790387083957,4.149999976158142,4.599999904632568,1
2334265,4.2,2012,3000000,4.9457956643804675,4.199999809265137,4.199999809265137,1
2334288,3.8,2011,5000000,4.4080419180554395,3.799999952316284,3.799999952316284,1
2334320,6.9,1996,3000000,6.5725136089331295,6.100000063578288,6.100000063578288,1
2334326,5.5,1999,2000000,5.612505652929683,6.100000063578288,6.100000063578288,1
2334351,6.4,2004,2000000,6.4060164727943345,5.799999952316284,6.400000095367432,1
2334749,7.5,1972,2000000,7.302038025936651,7.529411764705882,6.524999976158142,1
2334759,7.3,2000,31000000,6.83693140777076,6.875,7.300000190734863,1
2334794,7.7,1994,3500000,7.0109569304523935,7.299999872843425,6.875,1
2335188,7.2,1962,4000000,7.153699234674204,6.989999985694885,7.199999809265137,0
2335321,7.4,2002,12000000,6.954902039139065,7.450000047683716,7.28000009059906,0
2335349,5.8,2002,20000000,5.857891232478609,5.800000190734863,5.39583338300387,1
2335379,7.3,2004,30000000,7.0200303450661,7.039999961853027,7.016666783226861,0
2335400,6,1981,1250000,5.969927549362183,5.449999928474426,5.479999987284343,1
2335402,5.6,1982,4000000,5.785416611366801,5.449999928474426,5.4519999376932775,1
2335403,5.2,1988,2800000,5.634908075956538,4.699999809265137,5.108888790342543,1
2335404,4.4,1989,5000000,4.975000044593105,4.400000095367432,4.780000019073486,1
2335408,4.6,1985,2200000,5.268076870544053,5.5,5.08999993801117,1
2335483,7.6,1991,11000000,6.831314501899578,6.5333333015441895,7.083333253860474,1
2335626,7.5,1956,3000000,7.295282804009604,7.762499988079071,7.433333237965902,0
2335777,6.6,2011,35000000,6.383981986789348,6.666666507720947,6.474999884764354,1
2335783,5.9,2006,6500000,6.171734646405707,6.50000015894572,6.50000015894572,1
2335875,7.1,1985,9000000,6.797819493016355,6.799999952316284,6.6,1
2335876,6.4,2011,30000000,6.259351128339585,6.400000095367432,6.425,1
2336027,5.1,2010,2261765.7,5.218181718479503,5.549999952316284,5.349999904632568,1
2336053,6.2,1972,850000,6.504761854807536,6.1499998569488525,5.9999998807907104,0
2336317,6.8,1986,4500000,6.606736171245575,6.300000031789144,5.824375042319298,1
2336512,7.8,1953,1650000,7.507032109738813,7.71666677792867,7.441666762034098,0
2336663,6.5,2010,52000000,6.450120691408653,7.199999968210856,6.326612841698431,1
2336723,7.5,1963,2000000,7.38928628168133,7.425000071525574,7.131410311429929,1
2337271,6.3,2007,3000000,6.263333482212491,6.300000190734863,6.300000190734863,1
2337324,7.7,2008,35000000,6.959974425615686,6.4749999443689985,7.3749998807907104,0
2337383,7.8,2013,150000000,7.034602141284838,7.533333460489908,7.632000179290772,0
2337432,7.2,2008,1000000,7.169888838871292,7.199999809265137,7.199999809265137,1
2337612,6.2,2005,8094800,6.275130606554693,6.459999942779541,6.433333317438761,1
2337956,7.2,2002,292336.45,7.202222032900209,6.799999952316284,7.174999833106995,0
2338400,7.7,1998,1111932,7.688513324067399,7.3666666348775225,7.3666666348775225,1
2338651,7,2007,10022964,6.683230750261888,7,7,1
2339026,4.8,2002,2000000,5.780423867373193,6.705263137817383,5.700000047683716,1
2339056,8.4,1987,17000000,7.967890225144905,7.657142775399344,8.261110835605198,0
2339412,6.1,2005,100000000,6.209172472053677,6.274999976158142,6.160714215324039,1
2339632,5.2,2009,22000000,5.83298602093149,5.899999936421712,5.849999904632568,1
2339633,6.5,1998,10000000,6.517280697404293,6.450000047683716,6.174999952316284,1
2339749,7.1,1957,3000000,7.112065991242305,7.266666571299235,7.049999952316284,0
2339760,6.4,2007,15000000,6.324594045092917,7.3500001430511475,7.3500001430511475,1
2339764,7.6,1968,14100000,7.420550065622035,7.762499988079071,7.599999904632568,0
2339804,6.4,2009,75000000,6.322642673274954,6.899999936421712,6.571428503308978,1
2339922,6.5,2006,16800000,6.431099150807579,6.5,6.450000047683716,0
2340173,8.1,2014,68000000,7.752037087993131,7.1000001430511475,6.983333349227905,0
2340825,6.4,2011,2314672.5,6.427272818305275,6.400000095367432,6.400000095367432,1
2341152,6.8,2002,5782000,6.766666845039085,6.800000190734863,6.800000190734863,1
2341331,5.1,2009,150000000,5.738098321972471,5.099999904632568,5.335714272090367,1
2341383,5.9,2013,0.0644871,5.838461619157058,4.25,5.8500001430511475,1
2341394,6.1,1960,2000000,6.444095794681794,6.300000071525574,6.099999904632568,0
2341402,5.8,1997,50000000,6.178321560032117,6.866666603088379,6.065000104904175,1
2341419,5.8,2013,130000000,6.0400972447014825,2.9666667381922402,6.691666682561239,1
2341451,7.9,2004,5000000,7.442500076912067,7.733333428700765,7.6000001430511475,1
2341579,7.2,2012,4868400,7.059722085793813,7.199999809265137,7.199999809265137,1
2341641,5.7,2007,164610,5.784567732869842,5.699999809265137,5.699999809265137,1
2341782,7,2001,3002180,6.738373013621285,6.400000095367432,7,1
2342467,7.3,1999,45000000,6.599837083743684,6.274999976158142,7.175000190734863,1
2342679,7.5,1981,2139930,7.3696736629803965,7.474999964237213,7.40555551317003,0
2342731,5.3,2013,5000000,5.43194458550877,5.300000190734863,5.566666762034098,1
2342734,3.7,2012,17000000,4.261761399787484,3.700000047683716,3.700000047683716,0
2342920,5.9,2005,1000000,6.220597231822395,6.3666666348775225,5.900000095367432,0
2342991,4.7,2010,13000000,5.347910487015354,4.699999809265137,4.699999888737997,1
2343166,5.8,2009,50000000,5.921501225241862,5.825000047683716,5.919999980926514,1
2343186,6.9,1995,42590,6.8719608655162885,6.666666825612386,6.846666749318441,1
2343193,7.1,2006,180000,6.927932687101349,7.099999904632568,7.099999904632568,1
2343449,8.1,1982,22000000,7.5393000753003205,7.433333396911621,6.666666825612386,0
2344061,7.5,2002,97000000,7.160509711230238,7.305882341721478,6.85555546813541,0
2344065,8.6,2012,2985952,8.316666949879039,8.350000381469727,8.200000303132192,1
2344122,6.8,2013,60000000,6.596106437566409,6.899999936421712,6.800000190734863,1
2344228,6.5,2010,22000000,6.562500019868215,6.450000047683716,6.450000047683716,1
2344229,6.4,2011,22000000,6.487500059604645,6.450000047683716,6.450000047683716,1
2344642,4.9,2004,35000000,5.689756200056221,4.959999942779541,5.333333412806193,0
2345316,7.8,1997,36000000,6.963422001573442,7,7.2,1
2346639,5.6,1998,2555400,5.9145075138771155,5.899999936421713,5.599999904632568,0
2347307,6.9,2011,7000000,6.732460389818463,6.900000095367432,6.900000095367432,1
2347323,4,2012,1700000,4.906626977428558,4,4,1
2347396,7,2004,10581060,7,7.450000047683716,7.450000047683716,0
2347901,7.4,1947,2000000,7.337592082760745,7.750000238418579,7.316666762034099,1
2348146,5.7,2004,32000000,5.702126322895228,5.699999809265137,5.699999809265137,1
2348267,5.4,1997,55000000,5.718626702276006,5.299999952316284,5.5644444359673395,1
2348314,7.5,2000,42000,7.400357143155166,6.699999968210856,7.5,1
2348402,5.9,2007,20000000,5.894363399935925,5.862500011920929,6.533333460489909,1
2348745,6.4,1993,35000000,6.367345657248709,6.3900000095367435,6.4273809762228105,0
2349213,6.8,1996,2400000,6.472745540688753,6.692307655627911,6.700000047683716,0
2349265,4.8,2005,40000000,5.179616817765931,6.760000133514405,5.6000001430511475,0
2349293,6.9,1995,30250000,6.553523937459388,6.439999961853028,6.674999975022816,1
2349297,6.5,2008,80000000,6.281675605702969,6.100000040871756,6.316666629579332,1
2349329,7,2012,20000000,6.8021597522040045,7,7.016666650772095,1
2349421,4.4,2013,18000000,5.013377239759902,4.333333333333333,4.400000095367432,1
2349566,4.5,1994,30000000,5.189233169664691,5.8833333651224775,4.650000095367432,1
2350323,7,1990,22000000,6.656073520895759,6.700000047683716,6.419999980926514,1
2350359,7.8,1984,32000000,7.110865131648805,5.866666687859429,6.950000100665623,1
2350438,4.3,1993,12000000,5.556488854302508,4.700000047683716,5.6187500059604645,1
2350548,4.3,2011,57000000,5.312283015184375,5.825000047683716,4.93703716772574,1
2350559,5.4,2002,35000000,5.95653683953471,5.450000047683716,5.260000085830688,1
2350613,6.8,2008,20000000,6.5279117277110785,6.4666666984558105,6.370833357175192,1
2350660,7.5,2001,7000000,6.872404731998568,7.299999952316284,7.5,1
2350686,6.5,1989,37000000,6.398950583936147,5.866666687859429,6.75000007947286,1
2350825,6.9,2003,13000000,6.825000059948047,7.783333381017049,,0
2351023,4.4,2009,14000000,4.784146211848079,5.77272722937844,5.145833316776488,1
2351066,7.7,1956,5400000,7.457265018203472,7.4571428298950195,7.122222132152981,1
2351510,6.9,1958,3319355,6.839226251367538,7.066666642824809,6.760714241436549,0
2351764,6.5,2013,7500000,6.499850794969959,6.5,6.5,1
2351805,6.7,2002,3599136,6.699999809265137,5.899999936421712,6.1166666348775225,1
2351807,5.8,2004,2300000,5.91920015970866,5.899999936421712,6.025000095367432,1
2351888,6.9,1992,900000,6.880900952859079,6.566666603088379,6.926666657129924,1
2351960,6.8,2000,5000000,6.281798329478816,6.1000001430511475,6.7250001430511475,1
2351962,6.5,2004,2923364.5,6.358333328962326,6.5,6.575000047683716,1
2352197,7,2007,346920,6.984482756976424,7,7.049999992052714,1
2352719,5.8,2011,1000000,5.9808965269111125,5.800000190734863,5.600000063578288,1
2352779,7.3,1999,40000000,6.946330085556655,7.11428587777274,7.100000162919362,0
2352791,6.9,2000,1000000,6.834295669750179,5.833333333333333,6.900000095367432,0
2354157,5.1,1984,9000000,5.531773978321491,5.099999904632568,5.099999904632568,0
2354379,8.5,2000,103000000,7.374714844878897,6.866666603088379,7.744166672229767,1
2354770,5.2,2011,9000000,5.340669104874978,5.1499998569488525,5.366666475931804,0
2354805,4.1,1953,20000,4.508522659540176,4.0333333015441895,4.0333333015441895,1
2354822,7.9,1992,12500000,6.937036750624971,6.549999952316284,7.0545454892245205,1
2355223,2.1,2001,22000000,3.4116691053153265,2.0999999046325684,3.2499998807907104,0
2355287,6.1,2002,12000000,6.022058757730559,5.1499998569488525,6.099999904632568,1
2355521,6.5,2009,5597915,6.600379213307391,6.5,6.5,0
2355554,8,1989,18000000,7.243686624326115,7.083333253860474,7.75,0
2355673,6.5,2006,52953.25,6.5,6.5,6.5,1
2355895,6,2011,85000000,6.300919316559241,6.733333428700765,6.501500012874604,0
2355978,5.6,1994,15000,5.65749990940094,6.099999904632568,6.099999904632568,1
2356266,5.9,2007,10000000,6.011586839421344,6.600000063578288,6.4333334763844805,0
2356275,6.8,2005,10000000,6.622802895691358,5.6250001192092896,6.4833333889643345,0
2356302,7.6,1999,40000,7.130555478437447,7.599999904632568,7.433333237965901,1
2356314,5.9,2012,5000000,5.9995206681074675,5.900000095367432,5.900000095367432,1
2356478,6.6,2014,1850000,6.575392992991321,6.599999904632568,6.599999904632568,0
2356767,5,2014,2000000,5.324236106276513,5,5,1
2356891,7,2006,1622800,6.736239318969923,6.266666571299235,6.424999952316284,0
